CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
Be,779.203172,0.517379,5.952381,856.522927,380.792091,0.134412,4892.907912,2176.958701,0.198241,2.343853,0.880385,3385.535156,4649.150391,6771.070312,174.994221,37.570345,0.084136,1.902964,0.913555,0.038336,0.041466
Be,821.034743,0.499363,0.000000,859.877711,410.615619,0.056702,5031.044074,2255.083466,0.034142,2.067570,0.869722,3337.851562,5102.144531,7104.855469,174.991061,41.015982,-0.021303,1.897021,0.924187,0.041310,0.043173
Be,762.486348,0.561095,4.958678,826.628973,372.669049,0.164313,4737.887628,2328.662159,0.250315,2.149904,0.845317,3170.958984,4219.998047,7128.697266,175.026232,44.848463,0.053969,2.006639,0.926022,0.034150,0.035950
Be,798.728299,0.478785,2.941176,847.490647,381.970340,0.099846,4716.394933,2025.778375,0.065463,2.375930,0.875932,3337.851562,4744.517578,6413.443359,175.017292,38.975681,-0.003050,2.043550,0.903914,0.039141,0.044340
Be,783.354750,0.691895,15.833333,823.102822,381.954594,0.117461,4276.636273,2247.898509,0.366452,2.366905,0.781456,2431.863281,4053.105469,6437.285156,175.848477,39.280031,-0.432085,3.431993,0.882289,0.020528,0.027272
Be,777.785154,0.448017,0.000000,858.475688,322.738659,0.142828,4756.113518,1714.597506,0.099406,2.927883,0.856106,3552.427734,4720.675781,6151.183594,174.985227,55.975018,-0.250087,1.912851,0.938941,0.054693,0.067929
Be,805.278322,0.529944,7.407407,859.324706,416.052031,0.128424,4710.802639,1949.092330,0.172605,2.393413,0.854863,3361.693359,4649.150391,6484.968750,175.005494,41.743963,-0.070139,1.958978,0.911109,0.044872,0.050348
Be,688.449237,0.520682,12.280702,833.503122,368.535654,0.249877,4554.975449,2072.704732,0.128429,2.364746,0.849923,3337.851562,4196.156250,6651.861328,175.243890,32.273520,0.055352,2.651845,0.884666,0.024726,0.033083
Be,675.170652,0.714774,15.000000,691.034142,635.220695,0.023832,5330.776730,2192.791758,-0.771730,2.379545,0.755881,4100.789062,6341.917969,6842.595703,173.510034,16.203367,1.532449,7.511107,0.819646,0.009375,0.014708
Be,659.223835,0.731575,9.615385,706.986656,307.184648,0.150520,4914.314725,2398.398088,-0.301528,1.817135,0.802346,2765.648438,5865.082031,6866.437500,174.981208,15.358319,0.077785,2.737486,0.851532,0.010666,0.013758
Be,630.401279,0.642607,44.444444,725.998195,329.750678,0.227347,4950.286779,2243.091043,-0.319504,2.018598,0.817605,3504.744141,5269.037109,6771.070312,174.982129,28.887706,0.781429,4.361517,0.867301,0.009737,0.013322
Be,617.289624,0.643930,19.387755,717.874546,334.206243,0.239064,4907.073404,1940.724727,-0.426382,2.505850,0.825701,3862.371094,5006.777344,6628.019531,175.012017,34.058372,-0.266125,2.244851,0.897946,0.014668,0.020445
Be,583.985907,0.589710,15.492958,741.700854,311.308950,0.282099,5032.339740,1854.313159,-0.436019,2.916867,0.822631,4219.998047,5149.828125,6651.861328,175.029889,32.161735,0.024762,2.913111,0.877381,0.013393,0.019004
Be,657.175477,0.589101,48.979592,723.951816,338.297103,0.199230,5311.875277,2081.897751,-0.599822,2.389635,0.835023,4219.998047,5793.556641,6866.437500,174.998694,21.646985,1.235894,6.600463,0.831320,0.011679,0.017483
Be,696.985269,0.689256,0.000000,731.349549,359.782070,0.073080,5058.231143,2191.523784,-0.260753,2.122811,0.843949,4076.947266,5078.302734,6747.228516,174.981186,18.987327,0.026162,3.935550,0.832667,0.011095,0.015926
Be,649.107237,0.747130,54.545455,1365.023478,340.516169,0.254748,4869.543240,1944.644607,-0.464921,2.445293,0.756416,4005.421875,5030.619141,6508.810547,175.017197,27.936688,0.195883,2.383742,0.884453,0.013575,0.016738
Be,654.678358,0.434959,64.705882,815.014497,321.800563,0.262685,5386.611843,1609.552730,-0.751397,3.658106,0.825840,4816.042969,5269.037109,6651.861328,175.013210,43.311003,-0.337774,2.113781,0.921105,0.039972,0.054083
Be,662.772814,0.442638,95.833333,823.773326,384.918608,0.279173,5695.114179,1748.550399,-0.888826,3.460519,0.813010,4887.568359,6079.658203,6771.070312,175.017646,30.058140,0.053904,1.978436,0.902668,0.046126,0.048961
Be,667.775168,0.475070,71.052632,836.059057,384.065503,0.235570,5779.812628,1738.244912,-1.092164,3.778081,0.802271,4982.935547,6389.601562,6818.753906,175.001401,32.749804,0.185123,2.250452,0.898950,0.042662,0.057987
Be,632.239643,0.429935,62.500000,1049.693448,386.996850,0.307087,5659.616260,1993.143319,-0.912112,2.999764,0.843710,4887.568359,6246.550781,6937.962891,175.013445,43.867259,-0.035457,1.822497,0.932189,0.024917,0.027870
Be,553.977778,0.425254,22.222222,812.212934,320.978521,0.365636,5387.878145,2067.496702,-0.710758,2.507041,0.819913,4720.675781,5984.291016,6842.595703,174.979615,36.883395,-0.084269,2.030176,0.912076,0.026881,0.033687
Be,692.383727,0.429254,50.000000,821.353218,383.211922,0.222042,5372.801103,1978.833218,-0.759619,2.789196,0.850989,4672.992188,5769.714844,6723.386719,174.992437,30.346738,0.242709,2.227671,0.891422,0.018563,0.022741
Be,743.390825,0.552274,47.297297,810.778066,390.029455,0.101291,5559.438815,2076.667620,-0.858531,2.764477,0.817180,4696.833984,6151.183594,6914.121094,175.005056,28.755935,0.108902,2.154905,0.896820,0.017746,0.020379
Be,879.342719,0.397429,41.666667,1324.537296,390.835121,0.331299,5420.497212,1898.060186,-0.822525,2.989734,0.835180,4792.201172,5483.613281,6771.070312,174.987181,49.830213,0.011875,1.929946,0.923872,0.025603,0.027100
Be,809.424995,0.434930,72.093023,867.396832,671.896431,0.076637,5542.104187,1368.666224,-0.809493,4.687595,0.798685,4935.251953,5292.878906,6628.019531,175.012434,45.783276,-0.228424,1.970976,0.921631,0.062880,0.082166
Be,674.996514,0.456537,36.363636,873.532314,342.309945,0.295117,5434.015595,1896.606974,-0.875616,3.025825,0.820544,4839.884766,5817.398438,6675.703125,174.984099,30.231911,0.114283,2.025013,0.903082,0.025568,0.029369
Be,787.203505,0.419405,88.461538,1426.024910,752.298071,0.165654,5418.261003,1897.044893,-0.841399,3.095934,0.839607,4672.992188,5650.505859,6771.070312,174.995120,33.910129,-0.058058,2.301301,0.882394,0.017195,0.021536
Be,649.634147,0.408922,27.272727,786.734556,386.339509,0.264950,6009.540990,1968.856252,-1.171123,3.524817,0.809373,5173.669922,6651.861328,7486.324219,175.222218,28.255250,-1.120141,7.347358,0.835486,0.018814,0.031333
Be,863.128479,0.488224,20.000000,873.007548,826.040377,0.010510,5836.436046,1206.659291,-0.490196,4.701043,0.753757,5197.511719,5412.087891,6699.544922,174.904283,23.075328,-0.031006,2.377119,0.885911,0.064239,0.082682
Be,646.501636,0.452401,72.000000,868.454096,382.414525,0.348687,5640.560463,1513.205892,-1.019539,4.356051,0.798621,5006.777344,5769.714844,6675.703125,175.013091,25.937528,0.122850,2.187986,0.891544,0.048451,0.060000
Be,722.729954,0.433010,73.913043,871.632163,301.524676,0.244559,5505.773707,1719.376238,-0.858559,3.595947,0.811514,4887.568359,5388.246094,6651.861328,175.014398,35.257032,0.159347,2.048072,0.907674,0.037435,0.043021
Be,624.807053,0.405217,96.000000,853.838957,376.968655,0.295131,5522.647038,1870.685160,-0.790830,3.163315,0.834248,4863.726562,5745.873047,6771.070312,175.000671,40.440129,0.179344,1.930678,0.924246,0.031737,0.035540
Be,683.496556,0.430047,47.222222,764.936311,351.568382,0.179721,5847.029492,1737.782956,-1.129549,4.006904,0.828685,5125.986328,6413.443359,6866.437500,174.999234,30.003315,0.075286,2.331634,0.882052,0.023593,0.030315
Be,744.084802,0.486970,76.363636,800.287078,361.396438,0.102115,5732.444603,1504.386731,-1.221313,4.907478,0.800452,5173.669922,6079.658203,6699.544922,175.024658,36.635097,-0.186135,2.195964,0.889482,0.033889,0.045808
Be,743.949779,0.421781,80.000000,793.022099,396.328911,0.109898,5831.918686,1422.180436,-1.012983,4.777196,0.811574,5173.669922,6103.500000,6723.386719,175.024370,41.815852,0.129545,1.991622,0.906033,0.041507,0.048157
Be,735.694441,0.682535,24.576271,1363.234250,347.019127,0.271627,5527.814472,1458.348719,-1.054025,4.439133,0.812040,4839.884766,5817.398438,6556.494141,174.994425,34.698630,-0.098634,1.980103,0.906453,0.031630,0.038947
Be,732.590566,0.517074,45.454545,770.860803,357.124474,0.073587,5869.154036,1264.216978,-1.218264,5.737019,0.781826,5197.511719,6318.076172,6675.703125,175.014246,39.191667,0.061730,1.902809,0.902152,0.043075,0.051514
Be,673.981845,0.461347,56.521739,764.043187,348.420144,0.193179,5654.248009,1450.599710,-1.097237,4.808567,0.805725,5149.828125,5674.347656,6675.703125,175.027090,37.183369,0.340005,2.779456,0.878227,0.027583,0.036881
Be,717.175139,0.625490,36.507937,751.969237,347.014700,0.117484,5793.399353,1643.850323,-1.018780,4.203659,0.767867,5197.511719,6246.550781,6794.912109,175.172250,22.973699,0.105181,2.238176,0.872766,0.019822,0.027793
Be,748.180735,0.519039,33.333333,1433.425635,353.370789,0.294905,4975.358777,2619.790648,0.397205,1.984397,0.853986,3266.326172,4196.156250,8368.470703,174.962601,14.596251,-0.076898,2.745748,0.868022,0.032987,0.041529
Be,691.457882,0.437749,15.151515,869.316923,350.544018,0.231683,5762.509189,2695.599943,-0.077744,1.708387,0.908728,4196.156250,7319.431641,9536.718750,175.108747,28.795732,-0.075207,2.568831,0.913238,0.032147,0.042810
Be,552.800635,0.519303,13.533835,865.137948,361.883370,0.325511,5710.216672,2580.745881,-0.023323,1.662226,0.916263,4458.416016,8487.679688,10609.599609,175.042882,51.037332,0.224572,2.089571,0.923765,0.044777,0.062598
Be,661.916092,0.553823,11.656442,856.449957,363.496960,0.255722,6526.094142,2409.404489,-0.560390,2.103061,0.900638,5578.980469,8153.894531,10371.181641,175.011097,56.540232,0.305718,2.176639,0.932206,0.054612,0.078427
Be,761.939481,0.466286,22.727273,920.599029,302.410746,0.275501,6204.188044,2026.433521,-0.191335,2.519811,0.865321,5316.720703,6389.601562,8583.046875,175.011601,30.843873,0.014285,2.080959,0.904567,0.069501,0.080716
Be,742.444948,0.496853,38.461538,922.205584,355.672311,0.253333,6936.202764,1929.963804,-0.819403,3.305941,0.865787,5936.607422,7343.273438,8964.515625,175.031622,42.793212,-0.036906,2.003211,0.934200,0.058968,0.065159
Be,910.288682,0.542874,19.587629,959.259336,404.302338,0.095107,6367.944042,1681.156387,-0.227104,2.832393,0.844567,5412.087891,6413.443359,8225.419922,175.049744,37.852964,-0.138957,2.043962,0.915584,0.084655,0.106654
Be,712.008581,0.472777,24.590164,999.892377,320.133120,0.385697,5807.352423,1784.683138,-0.027184,2.736177,0.877532,4601.466797,6079.658203,7224.064453,174.996326,39.999066,-0.237118,2.000447,0.923150,0.086195,0.106780
Be,802.244991,0.475235,20.000000,995.812014,332.625285,0.297994,5703.973873,1584.130200,-0.294290,3.156285,0.849652,4625.308594,5841.240234,7033.330078,175.028633,37.410927,-0.155205,1.953637,0.916082,0.082143,0.099097
Be,778.573034,0.398352,33.333333,983.085244,342.007323,0.300428,5297.199617,1462.853370,-0.301074,3.381624,0.836564,4291.523438,5698.189453,6127.341797,175.115514,34.299576,0.110426,2.144310,0.920238,0.097484,0.114589
Be,779.796169,0.422779,9.375000,1006.004586,328.826136,0.286955,7423.807014,2230.269169,-1.129768,3.252619,0.844947,6842.595703,8320.787109,9703.611328,175.041782,24.873239,-0.289888,2.652952,0.898068,0.068463,0.093471
Be,709.585251,0.407554,42.857143,959.100067,308.372135,0.317347,6392.827571,1988.773166,-0.416760,2.448913,0.871654,4839.884766,6723.386719,8368.470703,175.026468,31.379050,0.090986,2.377002,0.915826,0.078842,0.096463
Be,662.113849,0.411021,35.294118,856.959700,358.943547,0.301439,6053.191021,1697.635925,-0.724291,3.600935,0.844810,5054.460938,6532.652344,7224.064453,175.020514,40.960689,-0.097174,2.242352,0.927270,0.060330,0.070266
Be,825.717232,0.420400,42.105263,854.925829,773.750342,0.027353,5903.945498,1812.880495,-0.567385,3.013627,0.840301,5102.144531,6294.234375,7247.906250,174.998868,41.149846,-0.044881,2.127623,0.935418,0.064670,0.073473
Be,851.730182,0.528721,41.111111,969.418646,427.636441,0.194077,5886.331305,1481.251750,-0.319340,3.852349,0.814700,4887.568359,6270.392578,6699.544922,174.954424,33.074919,-0.239541,2.193777,0.905940,0.090918,0.112102
Be,857.263663,0.509855,22.077922,1046.138547,329.992206,0.277276,5889.343472,1740.210477,-0.261998,2.910725,0.846993,4959.093750,5912.765625,7367.115234,175.015486,36.569576,-0.082668,1.961749,0.914679,0.104676,0.120639
Be,781.285845,0.401480,50.000000,931.250446,418.686947,0.207632,5480.769222,1737.922336,-0.084365,2.784010,0.838573,4577.625000,5269.037109,6866.437500,175.091745,32.624782,0.122442,2.049115,0.919182,0.107952,0.123928
Be,793.332001,0.430760,77.777778,808.212891,741.251942,0.029340,4130.159647,2359.450143,0.659342,2.101972,0.829081,2217.287109,3266.326172,6198.867188,174.384806,20.088182,0.236395,2.909218,0.878145,0.015358,0.019648
Be,764.636376,0.408528,30.769231,856.189560,723.052153,0.062540,4773.037850,2414.539654,0.344316,1.939182,0.869958,2622.597656,4935.251953,7033.330078,175.014875,26.653523,0.826554,4.501495,0.852104,0.024523,0.040637
Be,710.011475,0.412327,63.636364,879.324663,447.682808,0.240815,5258.538256,2431.509599,0.257845,1.858249,0.898097,3480.902344,5578.980469,8535.363281,194.051768,42.115056,-1.605701,8.639883,0.839579,0.017012,0.038122
Be,650.064914,0.396906,33.333333,849.468360,337.922507,0.313465,5171.331399,2679.053568,0.406797,1.859402,0.894055,3194.800781,5269.037109,9179.091797,175.074690,31.138028,0.087910,1.904325,0.922371,0.030753,0.035075
Be,657.104864,0.439133,31.818182,1088.898055,491.033133,0.341558,5130.866656,2554.763857,0.442065,1.861221,0.875487,3290.167969,6318.076172,10251.972656,175.048466,26.034886,0.065782,2.341753,0.904390,0.038164,0.042782
Be,556.284104,0.413267,11.864407,915.211907,352.397599,0.324660,5609.957259,2543.021021,0.100451,1.952895,0.915535,4148.472656,6508.810547,10013.554688,175.006403,62.775189,0.278307,1.908284,0.940674,0.034970,0.047621
Be,731.380734,0.384370,11.764706,984.800556,454.443597,0.259480,6152.509359,2078.540176,-0.190556,2.341782,0.882187,4625.308594,6675.703125,8678.414062,175.018122,40.384881,-0.261282,2.074997,0.902217,0.063737,0.087981
Be,654.589527,0.423726,16.000000,1014.952034,341.637257,0.343029,5790.730643,2207.425123,0.183948,2.097655,0.882462,4029.263672,6413.443359,8726.097656,175.006108,40.215808,-0.201910,1.990435,0.919908,0.071001,0.084143
Be,886.728115,0.480398,88.505747,1059.896448,307.421005,0.248583,5096.763401,1801.514305,0.733755,3.110502,0.827174,3981.580078,4839.884766,6747.228516,175.003566,46.270893,-0.185389,1.902051,0.936428,0.087433,0.100469
Be,577.376435,0.454903,53.658537,987.599432,329.177831,0.333687,5041.530047,2065.448878,0.496054,2.462987,0.873421,3862.371094,4506.099609,7033.330078,174.987908,32.202887,0.118090,2.222263,0.901770,0.049056,0.060019
Be,646.889469,0.451931,48.888889,1004.658333,371.544668,0.347713,5492.950773,2820.413458,0.118203,1.524754,0.880726,2813.332031,6127.341797,8749.939453,174.977110,45.912610,-0.344980,2.491285,0.907795,0.027032,0.035774
Be,549.140903,0.451863,53.333333,1007.713155,331.765848,0.346115,6078.059344,2834.401298,-0.134842,1.514374,0.854956,3480.902344,7867.792969,9703.611328,175.212265,25.414937,0.226401,2.604413,0.886269,0.040233,0.057015
Be,587.888174,0.424744,26.086957,822.243246,357.492617,0.293400,4215.469059,2653.478524,0.906069,2.501200,0.839433,2217.287109,3480.902344,8273.103516,174.884108,22.755657,0.129446,2.573384,0.885629,0.014600,0.017871
Be,805.172596,0.480383,72.093023,1008.249483,493.749984,0.199425,6086.668727,2843.346227,-0.011944,1.467948,0.860880,3433.218750,8082.369141,9894.345703,174.996890,29.808055,0.493891,2.908098,0.887266,0.043604,0.068628
Be,951.671650,0.353503,75.000000,1084.633032,905.679555,0.084633,5357.643745,2186.704098,0.253067,2.245581,0.901680,3814.687500,6175.025391,8273.103516,175.019331,24.802249,-0.182973,2.367883,0.893579,0.041549,0.051974
Be,643.368954,0.430032,91.304348,986.333142,312.743474,0.479603,5799.839115,1653.037024,-0.188418,2.828309,0.796607,4363.048828,6389.601562,6771.070312,175.028974,33.463575,-0.232549,2.797381,0.893604,0.074973,0.110020
Be,569.450632,0.396089,20.000000,1076.489952,324.616752,0.361509,5874.589242,2421.975375,0.100432,1.750955,0.893645,4053.105469,7152.539062,9798.978516,175.012703,45.410929,0.074102,2.062607,0.920111,0.061997,0.071670
Be,835.115113,0.448977,66.037736,1024.399498,404.678546,0.314617,5744.552474,2438.713097,0.240358,1.676079,0.851144,3957.738281,7224.064453,10037.396484,174.985779,37.977009,-0.097439,1.985262,0.912569,0.075292,0.088740
Be,822.390145,0.452753,89.473684,1008.692058,328.690147,0.296214,5425.683620,2218.339865,0.481116,1.971164,0.847292,4005.421875,6937.962891,9894.345703,175.001553,33.313732,0.005099,2.127511,0.908306,0.083660,0.100921
Be,844.797583,0.446859,27.500000,1191.569377,341.457413,0.301657,5438.477990,2351.759904,0.405066,1.920009,0.887313,3743.162109,5602.822266,8225.419922,175.168861,30.173421,0.197334,2.134000,0.915303,0.071038,0.083335
Be,626.963542,0.479288,40.000000,1023.694603,329.867531,0.334839,6262.968178,2862.535903,-0.273620,1.549945,0.896367,3886.212891,8010.843750,9822.820312,174.510698,58.841706,-0.275111,1.881523,0.928925,0.041706,0.067532
Be,618.097292,0.429952,38.888889,774.360575,425.940643,0.268724,5448.000923,3002.797493,0.200344,1.428770,0.881374,2980.224609,6270.392578,9536.718750,175.007005,28.251726,-0.310408,2.994038,0.870005,0.020485,0.026653
Be,641.770632,0.416601,20.000000,896.954505,368.509282,0.304379,6601.654167,2672.921093,-0.297302,1.815768,0.878334,5507.455078,8559.205078,10132.763672,175.006366,30.157548,0.284766,2.998450,0.875879,0.040867,0.063558
Be,749.005184,0.375101,83.333333,925.528112,473.435020,0.288488,5334.004403,2091.694396,0.109403,2.198541,0.886071,3957.738281,5936.607422,7724.742188,175.030374,32.894664,-0.228537,2.249744,0.907535,0.045395,0.061862
Be,734.849976,0.341434,40.000000,773.154320,709.038381,0.036873,5907.070343,2043.364459,-0.064379,2.241547,0.884109,4243.839844,6413.443359,7867.792969,175.034541,31.266617,0.077349,2.066474,0.906492,0.062783,0.069862
Be,561.296810,0.382511,38.461538,714.119356,303.058761,0.297786,5075.444356,1858.887477,0.629720,2.970529,0.861966,4005.421875,4577.625000,6794.912109,174.998980,42.415094,0.031819,1.994458,0.903950,0.051823,0.057112
Be,745.398161,0.417502,46.428571,1054.220218,327.873730,0.355155,4925.858913,1644.450400,0.817197,3.664266,0.846482,3981.580078,4434.574219,6198.867188,175.041599,47.355955,-0.432839,2.256593,0.927342,0.090226,0.117153
Be,992.784709,0.478720,14.705882,1051.737079,710.019399,0.097448,4842.675486,1793.926613,0.906214,3.111628,0.840247,3743.162109,4196.156250,6198.867188,175.112931,33.913442,0.108976,2.051151,0.926210,0.092733,0.101013
Be,743.238323,0.557603,66.216216,772.597358,670.036407,0.028320,4918.941811,1899.024831,0.506155,3.379808,0.831223,3886.212891,5054.460938,5674.347656,174.524609,27.998259,0.174875,2.285753,0.903315,0.028182,0.032800
Be,739.772369,0.528001,57.333333,767.937444,352.305439,0.068898,5237.465794,1839.842405,0.237647,2.997727,0.834793,4315.365234,5245.195312,6175.025391,175.000567,32.518387,-0.092518,2.054875,0.906795,0.036834,0.041920
