"bfi1","bfi2","bfi3","bfi4","bfi5","bfi6","bfi7","bfi8","bfi9","bfi10","bfi11","bfi12","bfi13","bfi14","bfi15","bfi16","bfi17","bfi18","bfi19","bfi20","bfi21","bfi22","bfi23","bfi24","bfi25","bfi26","bfi27","bfi28","bfi29","bfi30","bfi31","bfi32","bfi33","bfi34","bfi35","bfi36","bfi37","bfi38","bfi39","bfi40","bfi41","bfi42","bfi43","bfi44","sexF","ethF","BFIE","BFIA","BFIC","BFIO","BFIN","inc.F","ed.dadF","ed.momF","TRNSF"
6,1,7,5,7,4,2,1,6,7,7,1,7,7,7,7,2,2,7,7,3,2,5,5,7,6,6,7,6,7,3,5,7,7,4,5,4,4,5,7,1,4,5,6,"M","AS",4.875,3,4.77777777777778,6.2,3.75,"35k - 50k","CD","CD","ucb"
2,1,4,3,5,7,6,3,4,5,4,1,6,4,4,4,3,2,6,4,7,6,2,4,4,2,2,4,4,7,7,6,6,5,2,2,1,6,4,4,2,6,2,5,"F","M",1.375,5.11111111111111,4.55555555555556,4.6,3.25,"100k - 150k","GD","MD","cc"
3,5,6,3,5,5,7,3,6,6,5,3,6,5,7,4,4,3,4,7,6,3,3,6,3,5,2,5,2,7,6,7,4,6,5,6,1,6,3,7,3,5,3,4,"M","M",3,4.33333333333333,4.33333333333333,5,2.125,"75k - 100k","HSD","CD","cc"
4,5,3,7,1,3,6,5,2,2,4,3,6,5,4,5,5,6,7,5,4,7,4,1,1,2,4,4,7,5,6,6,6,5,4,5,5,4,6,3,2,4,7,5,"F","AS",3.125,3.88888888888889,2.77777777777778,3.2,5.25,"50k - 75k","CD","HSD","cc"
2,1,5,2,4,2,7,6,5,5,4,2,7,5,7,4,6,2,6,3,2,7,5,6,3,2,1,7,4,6,2,7,4,5,6,4,1,6,2,4,2,6,6,5,"F","AS",3.5,5.77777777777778,3.77777777777778,4.1,2.625,"25k - 35k","<CD","<CD",NA
5,4,6,7,6,7,7,6,2,7,3,5,5,5,7,5,7,7,7,6,6,7,2,2,6,5,2,6,7,5,6,6,6,6,2,6,3,5,7,7,2,7,6,3,"M","AS",2.875,4.88888888888889,3.44444444444444,5.5,5.125,"15k - 25k","<CD","HSD","cc"
1,1,6,4,4,4,5,5,6,6,4,4,7,4,6,4,5,4,4,4,7,6,4,4,4,4,4,5,4,1,7,6,6,6,6,4,1,5,4,3,2,5,5,2,"F","AS",2.125,4.55555555555556,3.88888888888889,3.4,2.75,"35k - 50k","HSD","HSD","cc"
6,2,6,2,5,5,3,3,4,5,5,2,5,4,4,6,5,2,4,4,4,6,3,5,4,4,3,5,4,5,4,5,5,5,6,5,3,5,3,5,4,6,3,3,"F","M",3.875,4.33333333333333,4.33333333333333,3.7,2.625,"75k - 100k","CD","<CD","cc"
2,2,7,6,4,5,6,2,6,6,3,1,7,5,5,4,7,1,2,6,6,7,1,3,3,5,2,7,6,6,7,7,7,7,5,5,1,5,3,7,2,3,4,6,"F","W",2.375,5.33333333333333,5.44444444444444,4.8,3,"50k - 75k","HSD","MD","cc"
6,5,5,5,6,2,6,4,4,5,5,2,5,5,4,5,6,5,5,6,3,4,5,3,4,5,3,5,5,4,5,5,6,5,6,7,4,5,5,5,3,6,5,5,"M","W",4.5,4.11111111111111,3.44444444444444,4.2,3.875,"100k - 150k","HSD","CD",NA
3,4,5,3,5,4,6,3,7,5,6,3,3,2,6,4,6,3,6,7,6,5,6,3,5,4,7,3,2,5,6,4,5,4,3,3,2,3,6,4,2,5,6,7,"M","AS",2.75,3.77777777777778,2.77777777777778,5.1,2.875,"> $150k","GD","GD","ucb"
6,4,5,3,5,6,5,6,5,4,6,5,6,4,5,6,7,6,5,6,4,7,3,3,4,5,4,4,4,5,4,5,5,5,5,4,5,3,5,4,5,3,4,4,"F","AS",3.875,3.66666666666667,3.11111111111111,3.9,3.25,"25k - 35k","HSD","HSD","ucb"
2,1,6,7,6,6,7,4,5,6,1,1,6,6,6,1,7,4,5,5,7,7,2,5,5,5,1,6,2,6,7,7,7,7,7,3,1,6,7,5,5,5,5,5,"F","O",1.25,5.88888888888889,4.44444444444444,4.4,3.5,"< $15k","<HSD","AD","cc"
2,1,6,7,6,6,7,4,5,6,1,1,6,6,6,1,7,4,5,5,7,7,2,5,5,5,1,6,2,6,7,7,7,7,7,3,1,6,7,5,5,5,5,5,"F","O",1.25,5.88888888888889,4.44444444444444,4.4,3.5,"< $15k","<HSD","AD","cc"
6,3,6,2,7,2,6,2,5,5,5,2,5,6,6,7,6,2,6,6,2,5,2,4,6,7,2,6,2,6,5,6,5,6,2,7,4,6,5,6,4,7,6,6,"M","W",5.125,4.77777777777778,4.44444444444444,5.4,3,"50k - 75k","<CD","AD","cc"
4,2,5,4,3,5,5,2,2,5,3,2,5,5,4,4,5,3,5,5,5,6,4,3,4,2,2,3,5,5,5,6,5,5,5,4,2,4,5,3,3,6,4,3,"F","AS",2.5,4.88888888888889,3.66666666666667,3.6,4,"35k - 50k","CD","CD","cc"
4,3,5,5,5,4,5,5,4,4,5,4,4,4,4,4,5,3,4,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4,"M","AS",3.375,3.55555555555556,3.44444444444444,3.6,3.375,"50k - 75k","HSD","HSD",NA
5,3,6,7,6,4,6,5,3,6,4,1,6,5,5,6,7,6,7,7,5,7,2,2,6,5,1,6,6,7,6,7,6,3,4,5,3,4,6,6,1,6,6,7,"F","L",3.5,5.44444444444444,3.66666666666667,5.7,5.125,"100k - 150k","CD","CD","cc"
5,3,6,7,6,4,6,5,3,6,4,1,6,5,5,6,7,6,7,7,5,7,2,2,6,5,1,6,6,7,6,7,6,3,4,5,3,4,6,6,1,6,6,7,"F","L",3.5,5.44444444444444,3.66666666666667,5.7,5.125,"100k - 150k","CD","CD","cc"
4,5,5,6,3,6,5,5,2,6,2,1,6,6,6,4,2,2,6,5,4,5,5,2,2,2,5,5,6,5,5,6,2,3,5,2,2,5,6,6,5,5,6,2,"F","W",2.125,3.77777777777778,3.22222222222222,3.7,5.125,"50k - 75k","<CD","HSD","cc"
4,3,5,5,3,3,5,5,5,3,4,5,5,2,3,3,6,6,7,7,5,6,5,5,3,3,3,5,5,2,5,6,3,5,5,3,2,5,3,5,2,5,7,2,"M","W",2.75,4.33333333333333,2.66666666666667,3.3,3.125,"35k - 50k","HSD","HSD","cc"
5,3,5,3,6,5,5,3,5,5,4,2,5,3,5,5,6,3,4,6,5,6,4,5,6,2,2,4,3,6,5,6,6,5,4,5,3,5,4,5,1,4,2,6,"F","AS",3,4.55555555555556,4.11111111111111,5.2,2.5,"50k - 75k","<CD","<CD","cc"
5,3,5,4,4,4,5,6,5,4,4,4,6,6,5,5,5,4,6,4,4,6,4,4,4,3,5,4,5,4,5,5,4,4,5,5,4,4,5,5,3,6,5,5,"F","AS",3.375,3.88888888888889,3.11111111111111,3.9,3.875,"35k - 50k","HSD","HSD","cc"
5,2,6,4,5,5,7,3,4,6,6,2,6,6,5,6,7,2,6,6,3,7,2,5,5,5,2,5,5,5,5,7,7,6,7,4,2,3,6,5,2,6,2,6,"F","AA",3.875,5.55555555555556,4.66666666666667,4.6,3.75,"25k - 35k","<HSD","CD","cc"
2,3,6,3,4,6,6,6,7,7,5,1,7,3,5,2,5,5,2,3,6,6,6,6,3,2,3,6,3,5,6,6,5,6,2,5,1,5,2,2,2,6,5,3,"M","W",2,5,3.44444444444444,4,1.5,"100k - 150k","GD","AD","cc"
5,5,6,6,7,7,5,6,2,6,3,5,7,7,6,4,1,1,7,6,5,1,2,2,5,1,5,5,6,6,7,3,6,1,6,5,5,5,7,6,1,6,3,5,"F","L",2.125,2.22222222222222,4.55555555555556,5.2,5.75,"< $15k",NA,NA,"cc"
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"F","AS",3.25,3.11111111111111,3.11111111111111,3.6,3.25,NA,"<CD","<CD","cc"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","AS",NA,NA,NA,NA,NA,NA,NA,NA,"cc"
5,2,5,3,4,3,6,6,5,5,6,2,5,4,3,6,6,5,4,5,5,5,5,5,5,3,5,5,5,6,6,6,5,4,3,5,3,4,5,4,3,6,5,4,"F","AS",3.625,4.55555555555556,3,4.2,3.125,"100k - 150k","CD","MD","cc"
3,2,5,3,5,6,6,5,5,5,4,2,4,4,3,4,6,3,4,5,5,5,2,5,5,3,3,5,4,6,5,5,6,5,5,4,3,5,3,5,2,5,4,4,"M","AS",2.5,4.55555555555556,3.88888888888889,4.3,2.625,NA,"CD","HSD","cc"
5,4,6,5,7,5,7,4,5,7,6,4,6,5,7,6,6,5,6,7,5,6,4,6,6,6,4,6,5,5,5,6,5,6,2,4,5,6,5,7,5,6,4,5,"M","L",3.75,4.22222222222222,4,5.6,3.375,NA,"<HSD","<HSD","cc"
3,3,4,4,3,4,4,4,4,4,4,3,4,5,5,4,4,4,5,4,4,4,4,4,4,3,5,4,4,3,3,4,4,4,4,5,4,4,5,5,5,4,4,3,"M","AS",3.25,3.22222222222222,3.11111111111111,3.4,3.625,"15k - 25k","<HSD","HSD","cc"
1,4,7,1,4,7,7,2,7,3,1,3,7,2,4,1,6,1,2,5,7,5,1,3,2,2,1,6,2,4,7,7,7,7,4,1,1,7,1,6,2,7,1,1,"F","L",0.375,5.22222222222222,5.88888888888889,3.5,1.125,"50k - 75k","AD","<CD","cc"
5,4,5,3,6,4,6,6,5,6,6,4,6,5,5,6,5,4,4,6,3,5,4,5,5,6,5,5,5,6,5,6,5,6,5,6,4,5,5,6,4,6,5,4,"M","AS",4.375,3.88888888888889,3.44444444444444,4.7,3,"75k - 100k","HSD","HSD","cc"
5,5,5,4,4,3,5,4,1,7,1,3,5,5,4,4,4,5,6,4,2,4,5,7,5,5,5,5,7,7,5,4,4,4,6,5,4,5,4,6,4,5,6,2,"M","L",3.5,3.22222222222222,3.11111111111111,4.1,4,"< $15k","<HSD","<HSD","cc"
6,1,6,1,5,1,6,3,5,6,5,1,6,4,6,6,6,2,4,4,1,5,2,6,4,6,1,5,1,5,1,6,6,6,6,6,1,5,1,5,2,6,6,4,"F","W",5.5,5.44444444444444,4.33333333333333,4.3,1.5,"100k - 150k","HSD","HSD",NA
4,3,6,2,4,5,6,3,3,5,5,3,6,5,5,5,5,2,5,5,5,6,2,5,4,4,4,6,5,4,5,6,6,4,4,5,4,6,5,4,5,5,3,3,"M","W",3.25,4.22222222222222,4.88888888888889,3.7,3.5,"100k - 150k","CD","MD","cc"
5,4,6,2,4,2,6,2,4,4,3,1,7,4,6,3,5,2,3,5,4,5,2,6,7,7,1,6,2,4,3,6,7,7,4,5,4,7,3,5,3,5,5,4,"F","W",4,4.55555555555556,5.11111111111111,4.4,1.875,"35k - 50k","HSD","<CD","cc"
7,1,6,4,5,3,7,2,4,7,6,1,6,5,6,7,7,5,5,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","W",NA,NA,NA,NA,NA,"> $150k","GD","MD","cc"
5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,5,1,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,5,"F","L",4.5,4.55555555555556,4.88888888888889,4.2,2.5,"< $15k",NA,NA,"cc"
5,3,6,7,7,5,5,2,3,7,3,2,6,5,7,3,6,3,5,6,6,7,3,4,7,6,3,6,6,7,5,7,6,6,1,5,2,6,5,7,1,6,3,7,"M","L",3,5,4.77777777777778,6.5,4.125,"< $15k","<HSD","<HSD","cc"
6,NA,3,3,6,4,7,7,3,6,5,1,5,5,5,6,6,6,7,6,2,6,5,2,5,3,1,4,6,5,4,6,6,5,2,6,3,2,4,5,5,6,7,3,"F","AS",4.25,NA,2.11111111111111,4.6,4.125,"25k - 35k","GD","CD","cc"
5,5,6,4,5,5,4,4,5,5,4,6,6,5,3,5,4,6,6,4,5,5,6,5,4,6,6,5,3,5,2,3,3,4,6,4,5,5,3,6,7,6,3,5,"M","AS",3.75,2.66666666666667,3.33333333333333,3.6,3.125,"35k - 50k","CD","<CD","cc"
4,1,5,1,4,1,5,6,6,7,7,1,6,3,6,6,6,7,2,3,2,6,6,6,5,5,3,5,2,6,2,6,5,4,1,6,2,4,3,5,2,7,7,5,"F","M",5.125,5.22222222222222,2.55555555555556,5,1.625,"75k - 100k","<CD","<CD","cc"
4,5,5,4,5,4,6,5,5,5,5,3,5,5,4,5,4,4,5,5,5,5,4,3,4,4,4,4,5,4,5,6,5,4,5,4,4,4,4,5,4,5,4,4,"F","AS",3.25,3.77777777777778,3.33333333333333,3.9,3.625,"35k - 50k","<HSD","<HSD","cc"
3,4,5,3,5,5,3,5,5,4,3,1,6,1,4,6,4,3,4,4,5,5,3,6,5,5,5,2,4,4,6,6,6,6,4,4,3,5,1,5,5,4,3,3,"F","L",2.875,3.66666666666667,3.77777777777778,3.7,1.75,NA,"<HSD","HSD",NA
2,2,7,6,5,4,4,5,4,5,2,4,6,4,4,4,5,1,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","AS",NA,NA,NA,NA,NA,"15k - 25k","<HSD","<HSD","cc"
2,2,5,5,6,4,5,6,5,5,3,3,6,6,6,4,6,3,6,6,6,6,5,4,4,5,6,6,6,6,6,6,6,5,6,4,4,4,6,4,6,6,6,3,"M","AS",2.5,4.22222222222222,3.44444444444444,4,4.125,"15k - 25k","<HSD","<HSD","cc"
4,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,5,4,4,4,5,6,5,4,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,"M","AS",3.375,2.88888888888889,3,4.4,3.375,"100k - 150k","CD","CD",NA
1,4,6,2,5,2,5,5,3,7,5,2,6,5,2,3,5,1,2,6,7,6,2,4,6,2,2,6,5,6,7,6,5,3,1,2,5,5,5,6,2,3,5,2,"M","W",1.875,4,4.33333333333333,4.9,3.375,"25k - 35k","<HSD","HSD",NA
4,3,5,3,3,3,6,3,6,4,4,1,7,4,5,4,7,5,7,5,4,5,4,6,3,4,2,4,3,4,6,4,5,6,5,6,4,7,5,6,4,5,5,4,"M","AS",3.375,4.55555555555556,3.88888888888889,3.7,2.75,NA,"CD","CD","cc"
3,5,4,3,2,4,6,3,5,5,3,2,6,4,5,3,3,3,6,3,5,6,6,6,3,2,2,3,4,6,6,6,4,5,7,3,2,4,4,3,2,5,4,6,"F","AS",2.125,4.33333333333333,3.22222222222222,3.6,2.875,"100k - 150k","MD","AD","cc"
3,4,1,7,6,6,7,5,2,7,3,1,5,5,1,2,7,5,7,7,6,7,7,2,2,4,4,4,4,7,7,7,1,3,4,3,1,3,7,4,1,5,7,6,"M","L",1.75,5.22222222222222,1.55555555555556,4.7,5.125,"25k - 35k","AD","HSD","cc"
4,2,6,4,5,4,5,4,5,6,5,2,6,4,4,5,7,5,3,5,4,6,6,6,6,5,2,6,4,6,4,6,5,6,5,5,3,4,3,4,4,6,4,5,"F","AS",3.75,5,3.55555555555556,4.4,2.375,"100k - 150k","<GD","CD","cc"
6,2,6,2,6,4,5,3,5,5,5,2,5,5,5,5,5,3,6,5,4,5,2,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,3,3,"F","W",3.875,4.11111111111111,4.11111111111111,4.1,2.875,"100k - 150k","MD","<HSD","cc"
6,4,5,4,4,4,5,5,4,6,4,2,5,4,5,4,5,3,4,4,3,5,5,4,4,4,3,4,4,5,5,6,5,4,5,4,2,3,4,4,5,4,6,4,"F","AS",3.5,4.22222222222222,3,3.8,3.25,"15k - 25k","AD","AD","cc"
3,1,6,3,6,5,7,3,5,7,5,1,7,5,6,5,7,3,3,6,5,7,5,6,6,3,2,7,1,6,5,6,6,6,5,5,3,6,3,6,1,6,3,6,"M","L",3,5.55555555555556,4.66666666666667,5.5,2,"15k - 25k","<HSD","<HSD","cc"
4,4,4,5,5,6,4,5,4,5,3,1,3,5,5,4,5,5,6,6,6,6,5,3,4,6,5,6,6,6,6,6,5,4,4,4,4,3,6,6,3,4,5,6,"F","AS",2.625,3.88888888888889,2.77777777777778,4.8,4.375,"100k - 150k","GD","GD","cc"
4,2,5,3,2,5,7,3,4,7,5,1,7,7,7,4,7,4,6,7,6,7,2,5,5,6,6,7,5,7,7,7,5,6,5,4,1,5,6,7,2,6,5,5,"M","AA",2.875,5.33333333333333,4.33333333333333,5.2,3.75,"25k - 35k","CD","CD","cc"
5,2,7,2,5,5,6,1,4,7,5,1,7,6,7,6,5,1,6,3,5,5,1,5,5,5,3,7,5,3,5,7,6,5,5,4,1,7,3,6,7,5,5,1,"F","L",3.5,5,5.55555555555556,3.7,3.25,"35k - 50k","<HSD","<CD","cc"
4,5,6,3,4,6,5,3,3,4,3,1,6,5,3,4,5,2,6,6,6,6,5,4,3,3,2,7,5,5,6,6,6,3,4,2,2,4,6,4,2,5,5,4,"F","W",2,4.55555555555556,4.22222222222222,3.9,4.125,"75k - 100k","HSD","MD","cc"
6,6,6,4,5,5,5,3,2,3,4,4,5,5,4,5,4,3,4,4,4,5,5,5,4,5,5,5,5,4,5,6,6,3,6,6,6,5,6,4,4,5,4,4,"F","AS",3.75,3.11111111111111,4,3.4,4,"50k - 75k","AD","AD","cc"
2,2,4,2,4,5,6,6,6,5,4,2,5,3,4,3,6,5,2,4,5,5,4,6,3,2,3,4,3,4,5,5,5,5,5,4,3,3,2,3,3,5,5,3,"F","AS",2.25,4.55555555555556,2.77777777777778,3.4,1.625,"35k - 50k","<HSD","CD","cc"
4,3,2,1,4,5,6,3,6,6,6,2,5,3,5,6,7,5,2,5,3,7,4,6,5,3,1,2,3,4,3,6,4,7,2,7,1,5,2,5,5,5,6,5,"F","M",4.125,5.33333333333333,2.66666666666667,4.4,1.25,"25k - 35k","<CD","<HSD","cc"
3,2,6,5,6,5,6,3,3,7,4,2,6,5,7,5,6,2,7,7,5,2,4,3,5,2,4,6,5,7,7,7,6,4,3,4,2,6,5,7,1,6,5,6,"M","M",2.375,4.55555555555556,4.44444444444444,6,4.375,"> $150k","CD","AD","cc"
7,3,6,1,5,2,5,2,2,5,6,1,6,6,3,5,5,1,6,5,3,5,2,5,5,5,3,5,3,5,5,5,3,5,2,5,1,5,5,3,3,5,6,5,"F","W",4.5,4.55555555555556,4.22222222222222,4.3,3.375,"35k - 50k","MD","CD",NA
6,1,5,2,7,3,4,5,6,7,7,2,6,3,7,6,6,5,NA,3,3,5,3,5,6,6,5,5,7,5,4,4,5,6,1,6,5,5,3,5,2,5,6,4,"F","W",4.875,3.88888888888889,3.44444444444444,5.3,NA,"< $15k","HSD","<HSD",NA
5,2,5,3,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,3,5,2,6,5,5,5,5,3,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,"F","AS",3.75,4.22222222222222,4.22222222222222,4.2,2.875,"25k - 35k","CD","HSD",NA
5,2,6,1,5,5,5,4,5,6,4,2,6,3,4,4,5,3,4,5,5,6,4,6,5,5,2,6,5,4,5,5,5,5,2,5,2,6,5,5,4,5,5,2,"M","AS",3.25,4.66666666666667,4.11111111111111,4.2,2.5,"15k - 25k","HSD","HSD",NA
